refid	reference
19643	36 McKay JA, Mathers JC. Diet induced  epigenetic changes and their implications for  health. Acta Physiol. (Oxf.) 202(2), 103–118  (2011
19643	37 Lillycrop KA, Slater-Jefferies JL, Hanson  MA, Godfrey KM, Jackson AA, Burdge GC.  Induction of altered epigenetic regulation of  the hepatic glucocorticoid receptor in the  offspring of rats fed a protein-restricted diet  during pregnancy suggests that reduced DNA  methyltransferase-1 expression is involved in  impaired DNA methylation and changes in  histone modifications. Br. J. Nutr. 97,  1064–1073 (2007
19643	38 Simpson JL, Bailey LB, Pietrzik K, Shane B,  Holzgreve W. Micronutrients and women of  reproductive potential: required dietary  intake and consequences of dietary deficiency  or excess. Part I–Folate, vitamin B12,  vitamin B6. J. Matern. Fetal Neonatal Med.  23(12), 1323–1343 (2010
19643	39 Dasarathy J, Gruca LL, Bennett C et al.  Methionine metabolism in human pregnancy.  Am. J. Clin. Nutr. 91(2), 357–365 (2010
19643	40 Vacek TP, Vacek JC, Tyagi SC.  Mitochondrial mitophagic mechanisms of  myocardial matrix metabolism and  remodelling. Arch. Physiol. Biochem. 118(1),  31–42 (2012
19643	41 Ke XD, Foucault-Bertaud A, Genovesio C,  Dignat-George F, Lamy E, Charpiot P.  Homocysteine modulates the proteolytic   potential of human arterial smooth muscle  cells through a reactive oxygen species  dependant mechanism. Mol. Cell. Biochem.  335(1–2), 203–210 (2010
19643	42 Tong W, Zhang L. Fetal hypoxia and  programming of matrix metalloproteinases.  Drug Discov. Today 17(3–4), 124–134  (2012
19643	43 Pringle KG, Kind KL, Sferruzzi-Perri AN,  Thompson JG, Roberts CT. Beyond oxygen,  complex regulation and activity of hypoxia  inducible factors in pregnancy. Hum. Reprod.  Update 16(4), 415–431 (2010
19643	44 De Marco CS, Caniggia I. Mechanisms of  oxygen sensing in human trophoblast cells.  Placenta 23(Suppl. A), S58–S68 (2002
19643	45 Rosario GX, Konno T, Soares MJ. Maternal  hypoxia activates endovascular trophoblast  cell invasion. Dev. Biol. 314(2), 362–375  (2008
19643	46 Tal R, Shaish A, Barshack I et al. Effects of  hypoxia-inducible factor-1α overexpression in  pregnant mice: possible implications for  preeclampsia and intrauterine growth  restriction. Am. J. Pathol. 177(6), 2950–2962  (2010
19643	47 Roh CR, Budhraja V, Kim HS, Nelson DM,  Sadovsky Y. Microarray-based identification  of differentially expressed genes in hypoxic  term human trophoblasts and in placental  villi of pregnancies with growth restricted  fetuses. Placenta 26(4), 319–328 (2005
19643	48 Nishizawa H, Ota S, Suzuki M et al.  Comparative gene expression profiling of  placentas from patients with severe  pre-eclampsia and unexplained fetal growth  restriction. Reprod. Biol. Endocrinol. 9, 107  (2011
19643	49 Gascoin-Lachambre G, Buffat C,   Rebourcet R et al. Cullins in human  intra-uterine growth restriction: expressional  and epigenetic alterations. Placenta 31(2),  151–157 (2010
19643	50 Fu J, Lv X, Lin H et al. Ubiquitin ligase  cullin 7 induces epithelial-mesenchymal  transition in human choriocarcinoma cells.  J. Biol. Chem. 285(14), 10870–10879 (2010
19643	51 Gheorghe CP, Mohan S, Oberg KC,   Longo LD. Gene expression patterns in the  hypoxic murine placenta: a role in epigenesis?  Reprod. Sci. 14(3), 223–233 (2007
19643	52 Mouillet JF, Chu T, Hubel CA, Nelson DM,  Parks WT, Sadovsky Y. The levels of  hypoxia-regulated microRNAs in plasma of  pregnant women with fetal growth  restriction. Placenta 31(9), 781–784 (2010
19643	53 Shruti K, Shrey K, Vibha R. Micro RNAs:  tiny sequences with enormous potential.  Biochem. Biophys. Res. Commun. 407(3),  445–449 (2011
19643	54 Pineles BL, Romero R, Montenegro D et al.  Distinct subsets of microRNAs are expressed  differentially in the human placentas of  patients with preeclampsia. Am. J. Obstet.  Gynecol. 196(3), 261. e1–e6 (2007
19643	55 Mayor-Lynn K, Toloubeydokhti T, Cruz AC,  Chegini N. Expression profile of microRNAs  and mRNAs in human placentas from  pregnancies complicated by preeclampsia and  preterm labor. Reprod. Sci. (1), 46–56 (2011
19643	56 Kuehbacher A, Urbich C, Zeiher AM,  Dimmeler S. Role of Dicer and Drosha for  endothelial microRNA expression and  angiogenesis. Circ. Res. 101(1), 59–68 (2007
19643	57 Yang WJ, Yang DD, Na S, Sandusky GE,  Zhang Q, Zhao G. Dicer is required for  embryonic angiogenesis during mouse  development. J. Biol. Chem. 280, 9330–9335  (2005
19643	58 Kim KM, Park SJ, Jung SH et al. miR-182 is a  negative regulator of osteoblast proliferation,  differentiation, and skeletogenesis through  targeting FoxO1. J. Bone Miner. Res. 27(8),  1669–1679 (2012
19643	59 Contreras J, Rao DS. MicroRNAs in  inflammation and immune responses.  Leukemia 26(3), 404–413 (2012
19643	60 Warning JC, McCracken SA, Morris JM.   A balancing act: mechanisms by which the  fetus avoids rejection by the maternal  immune system. Reproduction 141(6),  715–724 (2011
19643	61(5 Pt 2), 43R–47R (2007).    Special RepoRt Lee & Ding  Epigenomics (2012) 4(5)568 future science group  30 Guo L, Choufani S, Ferreira J et al. Altered  gene expression and methylation of the  human chromosome 11 imprinted region in  small for gestational age (SGA) placentae.  Dev. Biol. 320(1), 79–91 (2008).  31 Gao WL, Li D, Xiao ZX. Detection of global  DNA methylation and paternally imprinted  H19 gene methylation in preeclamptic  placentas. Hypertens. Res. 34(5), 655–661  (2011).  32 Diplas AI, Lambertini L, Lee MJ et al.  Differential expression of imprinted genes in  normal and IUGR human placentas.  Epigenetics 4(4), 235–240 (2009).  33 Chmurzynska A. Fetal programming: link  between early nutrition, DNA methylation,  and complex diseases. Nutr. Rev. 68(2),  87–98 (2010).  34 Goyal R, Goyal D, Leitzke A, Gheorghe CP,  Longo LD. Brain renin–angiotensin system:  fetal epigenetic programming by maternal  protein restriction during pregnancy. Reprod.  Sci. 17(3), 227–238 (2010).  35 Kulkarni A, Dangat K, Kale A, Sable P,  Chavan-Gautam P, Joshi S. Effects of altered  maternal folic acid, vitamin B12 and  docosahexaenoic acid on placental global  DNA methylation patterns in Wistar rats.  PLoS ONE 6(3), e17706 (2011).  36 McKay JA, Mathers JC. Diet induced  epigenetic changes and their implications for  health. Acta Physiol. (Oxf.) 202(2), 103–118  (2011).  37 Lillycrop KA, Slater-Jefferies JL, Hanson  MA, Godfrey KM, Jackson AA, Burdge GC.  Induction of altered epigenetic regulation of  the hepatic glucocorticoid receptor in the  offspring of rats fed a protein-restricted diet  during pregnancy suggests that reduced DNA  methyltransferase-1 expression is involved in  impaired DNA methylation and changes in  histone modifications. Br. J. Nutr. 97,  1064–1073 (2007).  38 Simpson JL, Bailey LB, Pietrzik K, Shane B,  Holzgreve W. Micronutrients and women of  reproductive potential: required dietary  intake and consequences of dietary deficiency  or excess. Part I–Folate, vitamin B12,  vitamin B6. J. Matern. Fetal Neonatal Med.  23(12), 1323–1343 (2010).  39 Dasarathy J, Gruca LL, Bennett C et al.  Methionine metabolism in human pregnancy.  Am. J. Clin. Nutr. 91(2), 357–365 (2010).  40 Vacek TP, Vacek JC, Tyagi SC.  Mitochondrial mitophagic mechanisms of  myocardial matrix metabolism and  remodelling. Arch. Physiol. Biochem. 118(1),  31–42 (2012).  41 Ke XD, Foucault-Bertaud A, Genovesio C,  Dignat-George F, Lamy E, Charpiot P.  Homocysteine modulates the proteolytic   potential of human arterial smooth muscle  cells through a reactive oxygen species  dependant mechanism. Mol. Cell. Biochem.  335(1–2), 203–210 (2010).  42 Tong W, Zhang L. Fetal hypoxia and  programming of matrix metalloproteinases.  Drug Discov. Today 17(3–4), 124–134  (2012).  43 Pringle KG, Kind KL, Sferruzzi-Perri AN,  Thompson JG, Roberts CT. Beyond oxygen,  complex regulation and activity of hypoxia  inducible factors in pregnancy. Hum. Reprod.  Update 16(4), 415–431 (2010).  44 De Marco CS, Caniggia I. Mechanisms of  oxygen sensing in human trophoblast cells.  Placenta 23(Suppl. A), S58–S68 (2002).  45 Rosario GX, Konno T, Soares MJ. Maternal  hypoxia activates endovascular trophoblast  cell invasion. Dev. Biol. 314(2), 362–375  (2008).  46 Tal R, Shaish A, Barshack I et al. Effects of  hypoxia-inducible factor-1α overexpression in  pregnant mice: possible implications for  preeclampsia and intrauterine growth  restriction. Am. J. Pathol. 177(6), 2950–2962  (2010).  47 Roh CR, Budhraja V, Kim HS, Nelson DM,  Sadovsky Y. Microarray-based identification  of differentially expressed genes in hypoxic  term human trophoblasts and in placental  villi of pregnancies with growth restricted  fetuses. Placenta 26(4), 319–328 (2005).  48 Nishizawa H, Ota S, Suzuki M et al.  Comparative gene expression profiling of  placentas from patients with severe  pre-eclampsia and unexplained fetal growth  restriction. Reprod. Biol. Endocrinol. 9, 107  (2011).  49 Gascoin-Lachambre G, Buffat C,   Rebourcet R et al. Cullins in human  intra-uterine growth restriction: expressional  and epigenetic alterations. Placenta 31(2),  151–157 (2010).  50 Fu J, Lv X, Lin H et al. Ubiquitin ligase  cullin 7 induces epithelial-mesenchymal  transition in human choriocarcinoma cells.  J. Biol. Chem. 285(14), 10870–10879 (2010).  51 Gheorghe CP, Mohan S, Oberg KC,   Longo LD. Gene expression patterns in the  hypoxic murine placenta: a role in epigenesis?  Reprod. Sci. 14(3), 223–233 (2007).  52 Mouillet JF, Chu T, Hubel CA, Nelson DM,  Parks WT, Sadovsky Y. The levels of  hypoxia-regulated microRNAs in plasma of  pregnant women with fetal growth  restriction. Placenta 31(9), 781–784 (2010).  53 Shruti K, Shrey K, Vibha R. Micro RNAs:  tiny sequences with enormous potential.  Biochem. Biophys. Res. Commun. 407(3),  445–449 (2011).  54 Pineles BL, Romero R, Montenegro D et al.  Distinct subsets of microRNAs are expressed  differentially in the human placentas of  patients with preeclampsia. Am. J. Obstet.  Gynecol. 196(3), 261. e1–e6 (2007).  55 Mayor-Lynn K, Toloubeydokhti T, Cruz AC,  Chegini N. Expression profile of microRNAs  and mRNAs in human placentas from  pregnancies complicated by preeclampsia and  preterm labor. Reprod. Sci. (1), 46–56 (2011).  56 Kuehbacher A, Urbich C, Zeiher AM,  Dimmeler S. Role of Dicer and Drosha for  endothelial microRNA expression and  angiogenesis. Circ. Res. 101(1), 59–68 (2007).  57 Yang WJ, Yang DD, Na S, Sandusky GE,  Zhang Q, Zhao G. Dicer is required for  embryonic angiogenesis during mouse  development. J. Biol. Chem. 280, 9330–9335  (2005).  58 Kim KM, Park SJ, Jung SH et al. miR-182 is a  negative regulator of osteoblast proliferation,  differentiation, and skeletogenesis through  targeting FoxO1. J. Bone Miner. Res. 27(8),  1669–1679 (2012).  59 Contreras J, Rao DS. MicroRNAs in  inflammation and immune responses.  Leukemia 26(3), 404–413 (2012).  60 Warning JC, McCracken SA, Morris JM.   A balancing act: mechanisms by which the  fetus avoids rejection by the maternal  immune system. Reproduction 141(6),  715–724 (2011).  61 Bernardi FC, Felisberto F, Vuolo F et al.  Oxidative damage, inflammation, and  toll-like receptor 4 pathway are increased in  preeclamptic patients: a case–control study.  Oxid. Med. Cell. Longev. 636419 (2012
19643	62 Bobetsis YA, Barros SP, Lin DM et al.  Bacterial infection promotes DNA  hypermethylation. J. Dent. Res. 86(2),  169–174 (2007).  n First study to provide a mechanistic link  between maternal infection and placental  function by way of epigenetic alterations
19643	63 Suter M, Abramovici A, Aagaard-Tillery K.  Genetic and epigenetic influences associated  with intrauterine growth restriction due to in  utero tobacco exposure. Pediatr. Endocrinol.  Rev. 8(2), 94–102 (2010
19643	64 Maccani MA, Avissar-Whiting M, Banister  CE, McGonnigal B, Padbury JF, Marsit CJ.  Maternal cigarette smoking during pregnancy  is associated with downregulation of miR-16,  miR-21, and miR-146a in the placenta.  Epigenetics 5(7), 583–589 (2010
19643	65 Huuskonen P, Storvik M, Reinisalo M et al.  Microarray analysis of the global alterations in  the gene expression in the placentas from  cigarette-smoking mothers. Clin. Pharmacol.  Ther. 83, 542–550 (2008).    Special RepoRt Lee & Ding  www.futuremedicine.com 569future science group  The dysfunctional placenta epigenome: causes & consequences Special RepoRt
19643	66 Christensen BC, Houseman EA, Marsit CJ   et al. Aging and environmental exposures  alter tissue-specific DNA methylation  dependent upon CpG island context. PLoS  Genet. 5, e1000602 (2009
19643	67 Shoemaker R, Deng J, Wang W, Zhang K.  Allele-specific methylation is prevalent and is  contributed by CpG-SNPs in the human  genome. Genome Res. 20, 883–889 (2010
19643	68 Yuen RK, Avila L, Penaherrera MS et al.  Human placental-specific epipolymorphism  and its association with adverse pregnancy  outcomes. PLoS ONE 4, e7389 (2009
19643	69 Jimenez-Chillaron JC, Isganaitis E,  Charalambous M et al. Intergenerational  transmission of glucose intolerance and  obesity by in utero undernutrition in mice.  Diabetes 58, 460–468 (2009).  nn Demonstrated that maternal malnutrition  during pregnancy influences birthweight  and glucose intolerance in two consecutive  generations of offspring, despite proper  nutrition during the first offspring  generation’s pregnancy, which has important  implications on how to tackle the global  obesity crisis
19643	70 Barker DJ. Developmental origins of adult  health and disease. J. Epidemiol. Community  Health 58, 114 –115 (2004
19643	71 Jin W, Patti ME. Genetic determinants and  molecular pathways in the pathogenesis of  Type 2 diabetes. Clin. Sci. 116, 99–111  (2009
19643	72 Yajnik CS, Deshpande SS, Jackson AA et al.  Vitamin B12 and folate concentrations during  pregnancy and insulin resistance in the  offspring: the Pune Maternal Nutrition Study.  Diabetologia 51(1), 29–38 (2008
19643	73 Ravelli AC, van Der Meulen JH, Osmond C,  Barker DJ, Bleker OP. Obesity at the age of  50 y in men and women exposed to famine  prenatally. Am. J. Clin. Nutr. 70(5), 811–816  (1999
19643	74 Barker DJ, Gelow J, Thornburg K, Osmond  C, Kajantie E, Eriksson JG. The early origins  of chronic heart failure: impaired placental  growth and initiation of insulin resistance in  childhood. Eur. J. Heart Fail. 12(8), 819–825  (2010
19643	75 Laughon M, Bose C, Allred EN et al.  Antecedents of chronic lung disease following  three patterns of early respiratory disease in  preterm infants. Arch. Dis. Child Fetal  Neonatal Ed. 96(2), F114–F120 (2011
19643	76 Karadag A, Sakurai R, Wang Y et al. Effect of  maternal food restriction on fetal rat lung   lipid differentiation program. Pediatr.  Pulmonol. 44(7), 635–644 (2009
19643	77 Rexhaj E, Bloch J, Jayet PY et al. Fetal  programming of pulmonary vascular  dysfunction in mice: role of epigenetic  mechanisms. Am. J. Physiol. Heart Circ.  Physiol. 301(1), H247–H252 (2011
19643	78 Susser E, Hoek HW, Brown A.  Neurodevelopmental disorders after prenatal  famine: the story of the Dutch Famine Study.  Am. J. Epidemiol. 147, 213–216 (1998
19643	79 St Clair D, Xu M, Wang P et al. Rates of  adult schizophrenia following prenatal  exposure to the Chinese famine of   1959–1961. JAMA 294, 557–562 (2005
19643	80 Ke X, Lei Q, James SJ et al. Uteroplacental  insufficiency affects epigenetic determinants  of chromatin structure in brains of neonatal  and juvenile IUGR rats. Physiol. Genomics 25,  16–28 (2006
